index,sine
110,0.9377560499445777
111,0.915264961849254
112,0.9502608420662414
113,1.3798503669815239
114,1.087089154278851
115,1.136665825329306
116,0.9745952008349468
117,1.7174682261321008
118,1.6812091631751
119,1.856973455618795
120,2.1667053900832998
121,2.4263532542481867
122,2.5870389904409947
123,2.7167140497031177
124,2.7397771612354473
125,2.8022632409198613
126,3.169072470513585
127,3.0151388548236744
128,2.976489068145415
129,2.922744538231916
130,2.537254665913132
131,2.5755913501699235
132,2.5544173826838596
133,2.3043034182098707
134,1.9955891934314882
135,1.8531633840421828
136,1.5504843225348786
137,1.5880074242616342
138,1.2915657513123613
139,1.3224949039127736
140,1.0075908541182645
141,1.0128154426754312
142,0.9983397343039833
143,0.7455983866351559
144,0.9207809816245585
145,0.9758958279748946
146,1.5071512192795435
147,1.8021453428624234
148,1.8787287997276974
149,2.0306513335696597
