Month,Homicides
2018-01-01,456.2362490907001
2018-02-01,450.7365689236788
2018-03-01,423.35991307942015
2018-04-01,469.10153150664314
2018-05-01,442.16388233145096
2018-06-01,409.2327845715043
2018-07-01,382.74638971365647
2018-08-01,411.02693563009166
2018-09-01,379.27549866199666
2018-10-01,408.5619198233711
2018-11-01,396.69416782411906
2018-12-01,390.7971092548464
2019-01-01,386.39159077480934
2019-02-01,411.8861732753988
2019-03-01,364.2496872480529
2019-04-01,370.67063853201137
2019-05-01,368.7652533359379
2019-06-01,358.42340502106515
2019-07-01,354.196218250078
2019-08-01,350.7054811997532
2019-09-01,340.04948178091377
2019-10-01,338.4573894842846
2019-11-01,345.87786990259815
2019-12-01,337.84998466769355
2020-01-01,339.3327012016641
2020-02-01,350.40117694761267
2020-03-01,345.2234648316707
2020-04-01,355.7986487556075
