Month,Passengers
1959-03-01,245.33171670388577
1959-04-01,246.3136512715999
1959-05-01,246.53101267053697
1959-06-01,246.7327160543165
1959-07-01,254.24600170176979
1959-08-01,261.77811494311277
1959-09-01,264.46727129316156
1959-10-01,267.1997955041948
1959-11-01,267.5976521611111
1959-12-01,268.0167084160962
1960-01-01,268.87019679444313
1960-02-01,269.7173226928421
1960-03-01,270.1168386073577
1960-04-01,270.5104871018646
1960-05-01,271.15433757633923
1960-06-01,271.8459312689513
1960-07-01,272.2893495665644
1960-08-01,272.66450881211045
1960-09-01,274.15462248814424
1960-10-01,275.6519075899863
1960-11-01,276.16255595895376
1960-12-01,276.6880436337507
