Month,Passengers
1958-03-01,364.8632981757177
1958-04-01,378.89317482687215
1958-05-01,399.8969881606118
1958-06-01,444.6053265932133
1958-07-01,482.13607176663186
1958-08-01,486.8743348445681
1958-09-01,454.979059370627
1958-10-01,384.51129301896196
1958-11-01,351.6539450884461
1958-12-01,347.3171098882187
1959-01-01,356.97510603899553
1959-02-01,362.1707804764252
1959-03-01,366.6473129935477
1959-04-01,386.5291834666063
1959-05-01,418.6789873269591
1959-06-01,475.0811095770832
1959-07-01,514.8206356899922
1959-08-01,523.8135060053647
1959-09-01,470.2561863011016
1959-10-01,405.5507767472932
1959-11-01,361.5669544645299
1959-12-01,366.91179662752245
1960-01-01,395.9028774187168
1960-02-01,407.0188965380548
1960-03-01,420.6399617750175
1960-04-01,426.87769628389685
1960-05-01,478.7705442893675
1960-06-01,527.325702169414
1960-07-01,584.3136125163401
1960-08-01,593.6727302316167
1960-09-01,527.8433143763327
1960-10-01,455.7769363743092
1960-11-01,427.5120498914074
1960-12-01,426.41039455994576
