index,random_walk
110,1.489142733999697
111,1.4239138926491268
112,1.3466070504891763
113,1.2754687906759
114,1.2077377017198732
115,1.1731625300388409
116,1.1444119513196254
117,1.0940710661817747
118,1.0550628536886633
119,1.0007281559463894
120,0.9613889064584293
121,0.9143381378815965
122,0.9145818405610955
123,0.8664942669943825
124,0.8372256155233342
125,0.8296969555728835
126,0.7691834749190396
127,0.7339518265432377
128,0.7220268915032516
129,0.7300413034206097
130,0.7406282830449554
131,0.7034624815164454
132,0.7640837492201191
133,0.7742608305935135
134,0.792973905410689
135,0.8402805116758751
136,0.904908169952042
137,0.9546951228400979
138,0.9895118314142166
139,0.9872054911225412
140,1.0358133957180455
141,1.0590342672549025
142,1.1012942929626752
143,1.1644100599090146
144,1.2026516576653123
145,1.2593971485851712
146,1.2969028947700103
147,1.289197259812597
148,1.2729814731508438
149,1.2588787725594337
