Month,Homicides
2017-01-01,485.9216917345691
2017-02-01,468.3847283271404
2017-03-01,531.8726394009398
2017-04-01,480.4984993632413
2017-05-01,418.79279851113
2017-06-01,380.01177227365673
2017-07-01,377.13344644509175
2017-08-01,412.74395364487447
2017-09-01,396.4377542520874
2017-10-01,459.41442224399384
2017-11-01,471.94628096651434
2017-12-01,500.6302944269235
2018-01-01,480.36506452699064
2018-02-01,464.4190730630321
2018-03-01,491.63482123100994
2018-04-01,463.0652556137465
2018-05-01,431.12451599243593
2018-06-01,385.51085649826524
2018-07-01,371.99838027998027
2018-08-01,427.03180701261465
2018-09-01,393.4283523752859
2018-10-01,418.6903795826533
2018-11-01,398.40384522687646
2018-12-01,415.3461900315319
2019-01-01,387.3236214477195
2019-02-01,377.97611404025184
2019-03-01,381.32096336592724
2019-04-01,336.38563256153463
2019-05-01,319.7604104807585
2019-06-01,301.9065763436078
2019-07-01,313.4475024514622
2019-08-01,336.42518076965905
2019-09-01,328.65610440233377
2019-10-01,342.21548831931483
2019-11-01,328.8630873356989
2019-12-01,343.40611576098365
2020-01-01,345.4637785996186
2020-02-01,336.3037077283284
2020-03-01,359.3238392359755
2020-04-01,342.3052587067392
