index,sine
110,0.9784919608743847
111,0.8840048736219843
112,0.9003141382934058
113,1.3053554792233553
114,1.2530283872041128
115,1.220356670795847
116,1.0918329477699058
117,1.7264561031194585
118,1.74912432043781
119,1.8780602147875358
120,2.0787751341639735
121,2.3967110001058716
122,2.6498706455031718
123,2.7825283691517093
124,2.815334521817025
125,2.780559029227867
126,3.1274930358117485
127,3.0660221459713894
128,3.019157918643091
129,2.8979540596567563
130,2.4785987514851615
131,2.5296253146262
132,2.4412764056366076
133,2.366478990756053
134,2.1174789644722565
135,1.8392092843111656
136,1.5971622345688283
137,1.589418186212563
138,1.2062960047069962
139,1.383230136239452
140,1.0902974583513176
141,0.9589942906747322
142,0.9726066303920666
143,0.670319696833028
144,0.8255105003552818
145,0.9760167449611648
146,1.4605810591397432
147,1.7924066318904721
148,1.9139119192940375
149,2.0322522631675946
