Month,Passengers
1958-03-01,343.22910785542797
1958-04-01,355.37824164867504
1958-05-01,347.4528034601451
1958-06-01,410.51765340650394
1958-07-01,450.97343799431655
1958-08-01,475.43074893611373
1958-09-01,441.9617486836292
1958-10-01,363.94953893369075
1958-11-01,326.28791619820913
1958-12-01,346.9171792317187
1959-01-01,342.65585779030084
1959-02-01,329.4648285266221
1959-03-01,356.19653154975464
1959-04-01,345.17218286452584
1959-05-01,369.15957633607684
1959-06-01,447.36711629736607
1959-07-01,487.89668067005556
1959-08-01,480.52450544464807
1959-09-01,417.9716402956546
1959-10-01,373.0012696215143
1959-11-01,352.85717489693275
1959-12-01,360.19309719344363
1960-01-01,392.27668643678595
1960-02-01,401.2474439416052
1960-03-01,405.87148456134645
1960-04-01,427.1472995589903
1960-05-01,462.25013782730025
1960-06-01,487.06835909517133
1960-07-01,523.2090534022644
1960-08-01,536.8703823463256
1960-09-01,498.835647328523
1960-10-01,448.3012088538302
1960-11-01,434.56940071053646
1960-12-01,414.8824440099693
