index,random_walk
110,1.5071314573986438
111,1.446108299790454
112,1.3782042467967897
113,1.3130794022309336
114,1.261121192480092
115,1.2197568513659216
116,1.1739406534663477
117,1.129897084127395
118,1.0690028862213221
119,1.0162524927375263
120,0.9713230199418897
121,0.9271236696984492
122,0.8948926303977562
123,0.8705916661676252
124,0.8444661466591177
125,0.8175060241426542
126,0.7895492421141684
127,0.7624881121276481
128,0.7479148871576315
129,0.7426137937556927
130,0.734205932121309
131,0.7261768449023763
132,0.7292609775231447
133,0.7429281303321928
134,0.7654864719124792
135,0.8114901972988138
136,0.8602129981476718
137,0.8961662164993747
138,0.9187216005066194
139,0.9464853835523501
140,0.9851078896216785
141,1.0231496273300957
142,1.059460117174964
143,1.1104438740647937
144,1.1537550103640912
145,1.2037185463960254
146,1.2321966914297464
147,1.2466842319625195
148,1.2476267886603767
149,1.2583364092163007
