index,sine
110,1.0673089878442952
111,0.9924539498834076
112,1.0013936778415238
113,1.034462949865538
114,1.1104332454611068
115,1.2257572172794609
116,1.375309738436708
117,1.5526574499532702
118,1.749626657127516
119,1.8513507871110155
120,2.1678482224410573
121,2.370471608072334
122,2.5566749442564576
123,2.718210101977657
124,2.847926469235223
125,2.9400797785181916
126,2.990698673609851
127,2.9972996947001334
128,2.959888090542329
129,2.879794985219871
130,2.760743458778799
131,2.6081020049003425
132,2.428498575961644
133,2.329410652691549
134,2.0210776587232075
135,1.811360967419467
136,1.6100157143665963
137,1.4259875084798062
138,1.2672619248862007
139,1.1411044118445206
140,1.052894532070356
141,1.006707643770734
142,1.0048223054033107
143,1.046336057637335
144,1.1304824196950258
145,1.2530624017081582
146,1.4088069717159126
147,1.5906956685491087
148,1.7907497764719693
149,2.000050912819125
