index,random_walk
0,-0.05454545454545456
1,-0.045454545454545456
2,-0.03636363636363637
3,-0.02727272727272728
4,-0.018181818181818184
5,-0.009090909090909092
6,0.0
7,0.009090909090909092
8,0.018181818181818184
9,0.02727272727272728
10,0.05454545454545456
11,0.06363636363636366
12,0.09090909090909093
13,0.13636363636363635
14,0.18181818181818182
15,0.22727272727272727
16,0.29090909090909095
17,0.35454545454545455
18,0.4
19,0.4454545454545454
20,0.4727272727272727
21,0.4818181818181818
22,0.5090909090909091
23,0.5363636363636363
24,0.5454545454545454
25,0.5545454545454546
26,0.5636363636363636
27,0.5727272727272728
28,0.6
29,0.6272727272727272
30,0.6363636363636364
31,0.6454545454545454
32,0.6727272727272727
33,0.7
34,0.7272727272727273
35,0.7727272727272727
36,0.818181818181818
37,0.8636363636363636
38,0.8909090909090908
39,0.8999999999999999
40,0.9272727272727272
41,0.9545454545454546
42,0.9818181818181817
43,1.009090909090909
44,1.0181818181818179
45,1.0272727272727271
46,1.018181818181818
47,0.990909090909091
48,0.9454545454545453
49,0.918181818181818
50,0.8909090909090908
51,0.8636363636363634
52,0.8545454545454544
53,0.8636363636363634
54,0.8545454545454544
55,0.8454545454545453
56,0.8363636363636363
57,0.8454545454545453
58,0.8727272727272726
59,0.8999999999999999
60,0.927272727272727
61,0.9545454545454544
62,0.9636363636363636
63,0.9545454545454546
64,0.9272727272727272
65,0.8999999999999999
66,0.8727272727272727
67,0.8454545454545453
68,0.7999999999999999
69,0.7545454545454546
70,0.7090909090909091
71,0.6454545454545454
72,0.5818181818181818
73,0.5181818181818182
74,0.4727272727272727
75,0.4272727272727273
76,0.4
77,0.3727272727272727
78,0.3454545454545455
79,0.3363636363636364
80,0.30909090909090914
81,0.28181818181818186
82,0.2545454545454546
83,0.24545454545454548
84,0.23636363636363636
85,0.22727272727272732
86,0.23636363636363641
87,0.2454545454545455
88,0.27272727272727276
89,0.3
90,0.30909090909090914
91,0.33636363636363636
92,0.38181818181818183
93,0.4272727272727272
94,0.4727272727272727
95,0.5181818181818181
96,0.5636363636363636
97,0.609090909090909
98,0.6363636363636362
99,0.6636363636363636
100,0.6727272727272727
101,0.6818181818181818
102,0.6727272727272727
103,0.6636363636363636
104,0.6545454545454545
105,0.6272727272727272
106,0.618181818181818
107,0.5909090909090909
108,0.5454545454545454
109,0.5
110,0.43636363636363634
111,0.3727272727272727
112,0.3090909090909091
113,0.2636363636363636
114,0.21818181818181817
115,0.17272727272727273
116,0.1272727272727273
117,0.06363636363636366
118,0.018181818181818202
119,-0.027272727272727258
120,-0.07272727272727271
121,-0.09999999999999999
122,-0.12727272727272726
123,-0.15454545454545454
124,-0.18181818181818182
125,-0.2090909090909091
126,-0.23636363636363636
127,-0.24545454545454548
128,-0.25454545454545463
129,-0.26363636363636367
130,-0.27272727272727276
131,-0.26363636363636367
132,-0.2545454545454546
133,-0.22727272727272732
134,-0.1818181818181819
135,-0.1363636363636364
136,-0.10909090909090914
137,-0.08181818181818187
138,-0.05454545454545459
139,-0.009090909090909132
140,0.018181818181818143
141,0.0636363636363636
142,0.10909090909090907
143,0.1545454545454545
144,0.19999999999999998
145,0.22727272727272724
146,0.23636363636363636
147,0.24545454545454543
148,0.2545454545454545
149,0.2636363636363636
