index,sine
0,1.9587773204480308
1,1.9790018554762323
2,2.304557123642132
3,2.320222245616253
4,2.754124553267113
5,3.188252810333309
6,2.9717794378054703
7,3.3897054252655265
8,3.1467840811106864
9,2.9263948330918543
10,2.5884784407380024
11,2.917159413766182
12,2.343672566494412
13,2.228646225765489
14,2.2194273605642496
15,2.24715133507485
16,1.690196058824206
17,1.5954834803835345
18,1.5161573001251996
19,1.468649718211375
20,1.3579811442019531
21,0.8931558655873353
22,1.2083181951572863
23,0.9233670313059958
24,1.3281570313722602
25,0.9607464509329979
26,1.2358000485717338
27,1.5593476793790582
28,1.3735308554276286
29,1.8396106633192948
30,1.817781731283732
31,2.1683558020090703
32,2.45364017988361
33,2.6695800048944918
34,2.7086432596208367
35,2.638532998212429
36,3.218850565737345
37,2.9719177339776826
38,3.3429445703656477
39,2.7591212201715387
40,2.562202476415419
41,2.6447658501761646
42,2.234595601075929
43,2.370956674916595
44,2.4302642294414887
45,1.7786972954770872
46,1.669853245440771
47,1.7429087542616564
48,1.5148777526317505
49,1.5049697088562706
50,1.1228657857098674
51,0.8130555177683654
52,1.0155575832529655
53,1.5584112703806334
54,1.0079873728243427
55,1.090564921529178
56,1.018269579725836
57,1.3985213200225417
58,1.5335493337885315
59,1.6784072019951113
60,1.9964617458280085
61,2.3423035636472247
62,2.6378815571225482
63,2.769091706436301
64,2.670339158891607
65,2.6766709022032398
66,3.193014511786756
67,3.101786369222688
68,3.1242756100505664
69,3.1165446278905424
70,2.6603553519871355
71,2.352391222731985
72,2.3315859448144445
73,2.4086342222176675
74,2.1588343794768132
75,1.842088522552298
76,1.6773644710778453
77,1.5281182135105689
78,1.4771702650937295
79,1.3383109229776409
80,0.9840760460212135
81,0.9716052627514014
82,0.9894608409284678
83,1.4005407948259672
84,1.1610119843004343
85,1.1282225040996692
86,0.9764025544736421
87,1.7813993171299551
88,1.649800892813779
89,1.9012823526156657
90,2.224246733489562
91,2.340820805235989
92,2.486195346711986
93,2.585204153136277
94,2.7719106226692842
95,2.9332706033104428
96,3.091340169016071
97,3.0580468990170067
98,2.8893524469843044
99,2.89170347295292
100,2.439949355303987
101,2.656322692076115
102,2.6703999031344754
103,2.216159476310959
104,1.9288761857666756
105,1.9297075055775343
106,1.5110374659349142
107,1.5896532222707425
108,1.2067134698403028
109,1.3352464996148647
110,1.084096165277698
111,1.001743657919485
112,1.0471134519328444
113,0.7284786388307898
114,0.8912597499345047
115,0.8748834945806676
116,1.5087645320679617
117,1.7768340419944393
118,1.919013943646274
119,2.079158102871304
120,1.9011821910400284
121,2.246464065055865
122,2.6674807427264335
123,3.0631002874793456
124,2.7925203053453407
125,2.979865040855174
126,2.859556296221564
127,2.960348796736966
128,3.1477730305237146
129,2.3710227892883227
130,2.7091231232243773
131,2.679765465265631
132,2.327942987774816
133,2.1440008060206077
134,2.0159691512557507
135,1.8089888380552286
136,1.4653920150227064
137,1.4819810367150148
138,1.0677149898474594
139,1.245076031949808
140,1.140233747604729
141,1.1666607950547572
142,0.9772484771375085
143,0.6863250246406949
144,0.9836976922338134
145,1.2078998976815662
146,1.6102036544120215
147,1.7773164925092428
148,1.5047130562419837
149,2.1178306147764006
