Month,Passengers
1958-03-01,353.15899483722706
1958-04-01,402.0237614184786
1958-05-01,386.47588114262584
1958-06-01,403.13432429532526
1958-07-01,483.0948514282823
1958-08-01,545.2863725316934
1958-09-01,560.8342528075461
1958-10-01,448.6674022460369
1958-11-01,398.69207278793874
1958-12-01,344.2744918224541
1959-01-01,374.259689497313
1959-02-01,399.8026356647854
1959-03-01,379.8125038815461
1959-04-01,450.8885279997302
1959-05-01,439.7828992312639
1959-06-01,466.43640827558295
1959-07-01,524.1856778716075
1959-08-01,608.5884565119511
1959-09-01,620.804648157264
1959-10-01,514.1906119799878
1959-11-01,451.9990908765768
1959-12-01,402.0237614184786
1960-01-01,449.77796512288353
1960-02-01,463.1047196450431
1960-03-01,434.23008484703075
1960-04-01,465.3258453987363
1960-05-01,511.9694862262946
1960-06-01,524.1856778716075
1960-07-01,594.151139112945
1960-08-01,690.7701093986013
1960-09-01,673.0011033690554
1960-10-01,564.1659414380861
1960-11-01,511.9694862262946
1960-12-01,433.11952197018417
