Month,Passengers
1958-03-01,315.56891551765796
1958-04-01,359.2325390484031
1958-05-01,345.3395679249842
1958-06-01,360.2248941286473
1958-07-01,431.67445990623025
1958-08-01,487.24634439990587
1958-09-01,501.1393155233248
1958-10-01,400.91145241865985
1958-11-01,356.2554738076705
1958-12-01,307.63007487570434
1959-01-01,334.4236620422979
1959-02-01,357.2478288879147
1959-03-01,339.385437443519
1959-04-01,402.89616257914827
1959-05-01,392.9726117767062
1959-06-01,416.78913370256714
1959-07-01,468.3915978752659
1959-08-01,543.8105839738257
1959-09-01,554.726489856512
1959-10-01,459.46040215306806
1959-11-01,403.88851765939245
1959-12-01,359.2325390484031
1960-01-01,401.90380749890403
1960-02-01,413.81206846183454
1960-03-01,388.01083637548516
1960-04-01,415.79677862232296
1960-05-01,457.47569199257964
1960-06-01,468.3915978752659
1960-07-01,530.909967930651
1960-08-01,617.244859911897
1960-09-01,601.3671786279897
1960-10-01,504.1163807640574
1960-11-01,457.47569199257964
1960-12-01,387.0184812952409
