Month,Passengers
1959-03-01,372.5733561590611
1959-04-01,382.6692313383717
1959-05-01,414.5390712224612
1959-06-01,470.93852222954143
1959-07-01,540.8804766712096
1959-08-01,557.8504466956508
1959-09-01,470.0793476388932
1959-10-01,400.14506903823866
1959-11-01,345.0331314870768
1959-12-01,378.1497485634507
1960-01-01,392.06080909110943
1960-02-01,387.07003652638235
1960-03-01,417.1823399130042
1960-04-01,431.4755203514915
1960-05-01,489.0062399617922
1960-06-01,511.65304828522034
1960-07-01,611.2236435425124
1960-08-01,614.1203765261346
1960-09-01,531.830192612479
1960-10-01,441.7585953689059
1960-11-01,426.3439538213618
1960-12-01,420.9427407057011
