Month,Passengers
1958-03-01,377.8870172066156
1958-04-01,381.11971493819726
1958-05-01,395.78071915623246
1958-06-01,456.56194971043925
1958-07-01,512.105160968717
1958-08-01,515.5278947368364
1958-09-01,464.0035477303808
1958-10-01,371.7438093281619
1958-11-01,339.88466245198913
1958-12-01,359.2215608499836
1959-01-01,365.8177128885176
1959-02-01,350.85003013749395
1959-03-01,371.80925382542074
1959-04-01,380.7054843064108
1959-05-01,415.17972035850397
1959-06-01,467.81421615303856
1959-07-01,538.1034685580787
1959-08-01,555.7127328320809
1959-09-01,471.72854892240457
1959-10-01,399.6818668502224
1959-11-01,345.31835750119313
1959-12-01,378.1325918547327
1960-01-01,391.9746324904628
1960-02-01,386.6834280748483
1960-03-01,415.1015789330053
1960-04-01,432.10089756244156
1960-05-01,490.3735460868523
1960-06-01,509.47818954679786
1960-07-01,612.919106018882
1960-08-01,615.6483093857412
1960-09-01,533.745184127768
1960-10-01,440.73811270995145
1960-11-01,425.36771773972083
1960-12-01,421.9809664739676
