Month,Homicides
2017-01-01,498.58914602161525
2017-02-01,479.79775128886865
2017-03-01,521.3346106040774
2017-04-01,480.82852340027154
2017-05-01,447.3656182204349
2017-06-01,390.6042886394333
2017-07-01,373.54907595738683
2017-08-01,414.26484969840163
2017-09-01,403.4692118514267
2017-10-01,439.44462241253325
2017-11-01,442.2964208102194
2017-12-01,493.14696293028857
2018-01-01,482.56679336536
2018-02-01,457.15009967026765
2018-03-01,476.3064216770065
2018-04-01,467.66192387521716
2018-05-01,436.92831192282426
2018-06-01,387.5139881681146
2018-07-01,376.82379130919827
2018-08-01,421.8673117230556
2018-09-01,384.71833703308204
2018-10-01,415.6191741288185
2018-11-01,389.80682561751973
2018-12-01,413.3718802165757
2019-01-01,400.64373985757584
2019-02-01,386.6866851108504
2019-03-01,382.46154195676985
2019-04-01,330.70175933879466
2019-05-01,307.69379464821856
2019-06-01,260.5845028825041
2019-07-01,280.11193069507493
2019-08-01,323.79885505562993
2019-09-01,319.9076296234099
2019-10-01,334.1433020423349
2019-11-01,321.9626557584535
2019-12-01,351.49228877266097
2020-01-01,355.92512012644943
2020-02-01,347.27233408982073
2020-03-01,374.9647447712133
2020-04-01,346.557992960681
