index,sine
110,1.0492847232995863
111,0.9941052649348784
112,0.9805599960136737
113,1.01058171745799
114,1.0948245042260178
115,1.2171668730520813
116,1.3820117042654652
117,1.5527892929559735
118,1.7437079313671946
119,1.9492973648303058
120,2.1263055678417464
121,2.349862695128153
122,2.5543364753945585
123,2.713879413004323
124,2.846841568407463
125,2.9462179710288465
126,3.0047388433451063
127,3.019602816180952
128,2.976858900317592
129,2.8957041859294086
130,2.7692555799515417
131,2.6086334383341954
132,2.4350065702039982
133,2.232554855788455
134,2.019953428864689
135,1.8163846499722234
136,1.6231954202847303
137,1.423185170449014
138,1.255237821810488
139,1.12195983110436
140,1.0332714052989014
141,0.9875849347534978
142,0.9775457957005609
143,1.0271091465954028
144,1.1111403989392792
145,1.2467530720890356
146,1.4094554318984802
147,1.5799808769088395
148,1.7841338797467876
149,1.9933612956948763
