Month,Passengers
1952-05-01,179.6282631287751
1952-06-01,197.56966957869153
1952-07-01,230.66109273097484
1952-08-01,231.63504495897874
1952-09-01,224.8486647496969
1952-10-01,195.88809111921128
1952-11-01,170.4447534775589
1952-12-01,196.08207643389932
1953-01-01,199.72188303726836
1953-02-01,204.16503489211615
1953-03-01,221.03560843900038
1953-04-01,213.03359366974928
1953-05-01,230.63902304043808
1953-06-01,246.907514778495
1953-07-01,264.3248776983167
1953-08-01,268.82482859531314
1953-09-01,249.9368037346701
1953-10-01,226.53397541664242
1953-11-01,199.4642226124995
1953-12-01,207.15105942071497
1954-01-01,209.79149317967946
1954-02-01,213.82837430734145
1954-03-01,222.8244641188456
1954-04-01,234.04346292209485
1954-05-01,228.15368300129757
1954-06-01,256.7471240835187
1954-07-01,279.70513315474227
1954-08-01,306.04885835335403
1954-09-01,258.71155529978665
1954-10-01,236.15437468025786
1954-11-01,204.97562090753482
1954-12-01,226.39622541546444
1955-01-01,232.14657446958643
1955-02-01,229.91766880610618
1955-03-01,274.35476366486995
1955-04-01,259.71006657956633
1955-05-01,268.7079582544814
1955-06-01,291.47777633642283
1955-07-01,336.9599199944056
1955-08-01,350.0580157544722
1955-09-01,305.4553692014164
1955-10-01,277.61222843274857
1955-11-01,243.57034997186054
1955-12-01,259.3469109224036
1956-01-01,282.5687617937471
1956-02-01,270.1916901534319
1956-03-01,308.9387862665569
1956-04-01,315.4618305366221
1956-05-01,316.23098763985354
1956-06-01,358.5178164207029
1956-07-01,416.4954522248382
1956-08-01,398.8279170392529
1956-09-01,368.617299098879
1956-10-01,322.9312097523572
1956-11-01,275.5435688341594
1956-12-01,308.7636741774798
1957-01-01,314.1741453666694
1957-02-01,307.22782282538367
1957-03-01,341.1093042568547
1957-04-01,349.36363333433695
1957-05-01,353.43364884212673
1957-06-01,407.9672038267935
1957-07-01,459.7319783873712
1957-08-01,454.74741144613694
1957-09-01,417.10139161004554
1957-10-01,360.7172024442771
1957-11-01,314.02428919934243
1957-12-01,341.717419085678
1958-01-01,345.96447103726655
1958-02-01,327.19309522613037
1958-03-01,374.87015543298975
1958-04-01,356.3304574004735
1958-05-01,355.9414862716931
1958-06-01,426.6839200978456
1958-07-01,476.17632864174885
1958-08-01,490.3379107897934
1958-09-01,440.8213485301254
1958-10-01,352.6462061621605
1958-11-01,317.94748898910194
1958-12-01,345.7846777396164
1959-01-01,345.73934967040856
1959-02-01,336.3094605952032
1959-03-01,385.9713307649098
1959-04-01,388.4936641547246
1959-05-01,406.76006784489596
1959-06-01,486.1824180484557
1959-07-01,526.0825118427041
1959-08-01,550.4903375989508
1959-09-01,457.83810608790566
1959-10-01,410.6777947596799
1959-11-01,355.05321956349144
1959-12-01,381.53757049348167
1960-01-01,419.96717194741285
1960-02-01,401.7647617196534
1960-03-01,456.9430511223314
1960-04-01,408.35007973119264
1960-05-01,465.58424943015314
1960-06-01,524.117249113931
1960-07-01,599.9477977121402
1960-08-01,629.5992952951275
1960-09-01,514.6903148713844
1960-10-01,451.1302124952706
1960-11-01,414.04623207000793
1960-12-01,440.3634976831459
