index,sine
110,1.147000076824122
111,1.052221557377313
112,0.9981695238958517
113,0.9872380072416636
114,1.0199111776957195
115,1.0947419004624204
116,1.2084158310447177
117,1.3558982116271847
118,1.5306568666751994
119,1.724951521001572
120,1.9301766260486621
121,2.1372425101893495
122,2.336977971432599
123,2.520536481208845
124,2.679788007971287
125,2.807679106265207
126,2.8985453224787703
127,2.9483620804413837
128,2.954922934838749
129,2.917937297382209
130,2.8390433073204795
131,2.721735276243016
132,2.571208920733686
133,2.394131237710296
134,2.198345214953533
135,1.9925224555581014
136,1.7857791019952693
137,1.5872720709811803
138,1.4057934824037779
139,1.2493812455487905
140,1.1249630502383166
141,1.0380495309512663
142,0.9924901940630719
143,0.9903029184865837
144,1.0315845813399491
145,1.1145067671402162
146,1.235396750567775
147,1.3889001659756253
148,1.568218158811462
149,1.765408515225091
