Month,Passengers
1958-06-01,375.7795422384079
1958-07-01,434.862173185242
1958-08-01,498.5167151764919
1958-09-01,478.6903126836576
1958-10-01,350.35470336264177
1958-11-01,381.5203102010786
1958-12-01,291.22999367714675
1959-01-01,342.7892011083143
1959-02-01,374.3695100983779
1959-03-01,368.0302760799738
1959-04-01,404.96259416520195
1959-05-01,396.8008860357212
1959-06-01,424.4283313833689
1959-07-01,452.0774016600781
1959-08-01,516.1403831486924
1959-09-01,504.2194603700445
1959-10-01,398.41793925763375
1959-11-01,357.69051478356755
1959-12-01,352.0688240299768
1960-01-01,415.8206882177903
1960-02-01,443.4033178243413
1960-03-01,414.12609070199125
1960-04-01,449.6847428956835
1960-05-01,505.28827226748945
1960-06-01,491.6352508779382
1960-07-01,548.6795666280127
1960-08-01,609.5383428677521
1960-09-01,564.7251721735229
1960-10-01,438.1257669187626
1960-11-01,433.9879816818292
1960-12-01,373.8084330273893
