index,random_walk
110,1.4578815120933717
111,1.3767679908067774
112,1.3129726866802693
113,1.249189385902612
114,1.2212258099827888
115,1.1757156705743665
116,1.130207525655352
117,1.0847853037711754
118,1.003636522269316
119,0.9755380813541472
120,0.9300403142226372
121,0.8845414491677385
122,0.87451079583352
123,0.8472282574754743
124,0.8199453900107021
125,0.7926629959131911
126,0.7653807196526249
127,0.7380985463151217
128,0.7460631693259282
129,0.7369717263977681
130,0.7278804002311438
131,0.7187891250935853
132,0.7448365271848544
133,0.7539281526748892
134,0.7981674582446818
135,0.8607272048981265
136,0.9062250184179534
137,0.9163080276537062
138,0.9435913806986601
139,0.9708739898057062
140,1.0334481920991325
141,1.0436305127787373
142,1.1061792329139943
143,1.1516742450281043
144,1.1971688068506454
145,1.24266220243735
146,1.2527450587322724
147,1.2448326157657044
148,1.2539238880684331
149,1.2630151485363879
