index,random_walk
110,0.457373499713957
111,0.37673636746355216
112,0.31160542273396635
113,0.25179707297456866
114,0.2175670913837816
115,0.17769350575411202
116,0.13390504295873434
117,0.08158343590231103
118,0.006024085008966578
119,-0.023781583196714966
120,-0.06726526231108187
121,-0.11317262215516839
122,-0.12106945749530228
123,-0.14907275779567786
124,-0.17990927667434847
125,-0.20604722894031713
126,-0.23600043015307706
127,-0.2612249349891304
128,-0.25184941819241125
129,-0.2637302266582054
130,-0.2697865220372923
131,-0.28141665230334356
132,-0.2543502641395864
133,-0.2461664388871973
134,-0.19896055964634096
135,-0.13846579199926168
136,-0.08858042732134044
137,-0.08074905570389398
138,-0.05327295457351181
139,-0.02724083840849499
140,0.03829712018853786
141,0.04609623770572388
142,0.11036723836638243
143,0.15304506484471656
144,0.20035512748949885
145,0.2427086569359292
146,0.255377492663114
147,0.24552708218524974
148,0.2551612509964307
149,0.2620330128348341
