Month,Passengers
1958-06-01,426.68392012462743
1958-07-01,476.17632864760077
1958-08-01,490.3379108604981
1958-09-01,440.82135067629383
1958-10-01,352.64620619974914
1958-11-01,317.9474887855439
1958-12-01,345.78467730228755
1959-01-01,345.7393496080467
1959-02-01,336.3094605257897
1959-03-01,385.97133065908764
1959-04-01,388.4936643384038
1959-05-01,406.76006784322846
1959-06-01,486.1824182853273
1959-07-01,526.0825119234045
1959-08-01,550.490337375865
1959-09-01,457.1952642441785
1959-10-01,410.5443340042742
1959-11-01,355.0008797166225
1959-12-01,381.5375700373157
1960-01-01,419.9671718850061
1960-02-01,401.7647617196534
1960-03-01,456.94305114030925
1960-04-01,408.35008090427965
1960-05-01,465.5842498462277
1960-06-01,524.1172296474717
1960-07-01,599.9477976352034
1960-08-01,629.5992952951275
1960-09-01,514.6895093191882
1960-10-01,451.1302267626651
1960-11-01,414.04623206035063
1960-12-01,440.363501509479
