index,random_walk
110,0.4545454542745244
111,0.3727272735400631
112,0.309090908819979
113,0.24545454545454543
114,0.21818181736902761
115,0.17272727299820267
116,0.1272727272727274
117,0.08181818181818185
118,8.12790529325369e-10
119,-0.027272728356447985
120,-0.07272727245634245
121,-0.11818181818181818
122,-0.1272727280855177
123,-0.15454545427452437
124,-0.1818181818181818
125,-0.20909090909090908
126,-0.23636363636363641
127,-0.2636363636363635
128,-0.2545454553582451
129,-0.26363636336543356
130,-0.27272727272727265
131,-0.2818181818181818
132,-0.2545454553582452
133,-0.2454545451836153
134,-0.20000000081279065
135,-0.13636363690549697
136,-0.09090909063816069
137,-0.08181818100539118
138,-0.054545454816384675
139,-0.027272727272727216
140,0.036363635550845694
141,0.045454546538266076
142,0.10873446453566953
143,0.15462923025983982
144,0.2000030367640991
145,0.24545417205151576
146,0.25481770649719643
147,0.24545454599640584
148,0.2545454542745243
149,0.2636363636363636
