index,sine
110,1.131725517113722
111,1.0844357332113361
112,1.0688433652660754
113,1.0429316911559647
114,1.151953457938836
115,1.2638489379682651
116,1.3846801501528123
117,1.6039845982762824
118,1.7562304546328544
119,1.9410682131069894
120,2.171750083455075
121,2.3581457239319903
122,2.4916300317981115
123,2.6998196223880715
124,2.8202872031556847
125,2.8975624003871028
126,2.9563766162951612
127,2.8956645917547963
128,2.857684677830174
129,2.8184565675737527
130,2.7481022961930623
131,2.53155209807432
132,2.3913591859802157
133,2.2212431450328225
134,2.0378378461323616
135,1.7838966386790351
136,1.6023896534132431
137,1.4189146978251959
138,1.2940446409464137
139,1.1771114323039638
140,1.0732641324106158
141,1.0086462360240311
142,1.0352834794754435
143,1.064229779994481
144,1.1803438131990962
145,1.3041701034053172
146,1.4288092882801235
147,1.6047857279201798
148,1.8233281368205896
149,1.9838740385465439
