index,random_walk
110,1.4545454545454655
111,1.3727272587749801
112,1.3090909090909086
113,1.2454545454545458
114,1.2181818181818183
115,1.1727272727272724
116,1.1331728061591666
117,1.0879016358574762
118,1.0066581527526095
119,0.9792982465601215
120,0.9339243393817284
121,0.888512221433065
122,0.8790868501895112
123,0.8517688931938432
124,0.8181818181818181
125,0.790909090909091
126,0.7636363636363636
127,0.7363636363636364
128,0.7454545601175964
129,0.736363636363636
130,0.7272727272727273
131,0.7181818181818183
132,0.745454545446779
133,0.7545454545454544
134,0.8
135,0.863636378314033
136,0.909090909090909
137,0.9181818035360635
138,0.9454545454545575
139,0.9727272727272729
140,1.0363636510843335
141,1.0454545600538694
142,1.1090909090829242
143,1.1545454545454543
144,1.1971685708422908
145,1.2426619455632686
146,1.252595705194442
147,1.2448279236211963
148,1.2539191700505488
149,1.2630104159713
