index,random_walk
110,1.4734713
111,1.3998998
112,1.3218347
113,1.2732835
114,1.2134248
115,1.2061536
116,1.1740811
117,1.0788207
118,1.0379434
119,0.9890258
120,0.95691365
121,0.9064568
122,0.9142262
123,0.8819398
124,0.8420457
125,0.80969554
126,0.7799904
127,0.7697685
128,0.77547914
129,0.735771
130,0.7561018
131,0.70915246
132,0.7609521
133,0.7590647
134,0.81745785
135,0.8304757
136,0.9304898
137,0.92944086
138,0.9519568
139,0.971102
140,1.0480541
141,1.0210986
142,1.115981
143,1.1342704
144,1.2016428
145,1.2618057
146,1.2404612
147,1.2469186
148,1.2660207
149,1.2840793
