Month,Homicides
2018-01-01,458.11207861450714
2018-02-01,447.887719129035
2018-03-01,429.6231875339113
2018-04-01,450.17197441384525
2018-05-01,448.96723637721294
2018-06-01,430.7047695837505
2018-07-01,395.74727722771934
2018-08-01,410.75135935303416
2018-09-01,385.372812084336
2018-10-01,405.7865733086671
2018-11-01,392.8137147417314
2018-12-01,393.9876622307345
2019-01-01,389.8320233033881
2019-02-01,411.19770592684205
2019-03-01,358.5298297512083
2019-04-01,359.78777575960936
2019-05-01,375.05858360172687
2019-06-01,354.6541501030473
2019-07-01,352.71758631444504
2019-08-01,340.4625776905129
2019-09-01,323.0605723746119
2019-10-01,329.42361854317153
2019-11-01,333.68561789099016
2019-12-01,321.2093500582345
2020-01-01,338.25784113114565
2020-02-01,347.2694159792443
2020-03-01,341.42109013384584
2020-04-01,362.6661404571206
