Month,Passengers
1958-03-01,379.89080854603964
1958-04-01,369.31183154926055
1958-05-01,380.3627361122754
1958-06-01,454.3886315875086
1958-07-01,501.6576278990067
1958-08-01,505.61837654186525
1958-09-01,443.39202549933765
1958-10-01,351.3458856646366
1958-11-01,341.6813362821423
1958-12-01,342.64899449440344
1959-01-01,369.1866514859036
1959-02-01,344.72411097763813
1959-03-01,399.58234052169723
1959-04-01,386.2477794233097
1959-05-01,420.9897521470309
1959-06-01,483.7346254272614
1959-07-01,531.4860806990766
1959-08-01,552.0290073463892
1959-09-01,463.23888874467576
1959-10-01,406.66930105948256
1959-11-01,351.3705575289609
1959-12-01,374.5416266018286
1960-01-01,411.3801762516531
1960-02-01,391.82404530801426
1960-03-01,432.3545785229748
1960-04-01,419.64473073249377
1960-05-01,481.2356942080903
1960-06-01,532.5832141745444
1960-07-01,621.618652977174
1960-08-01,612.6170427670146
1960-09-01,529.9490488384995
1960-10-01,424.55568723825206
1960-11-01,394.40268207598587
1960-12-01,426.25798146487506
