index,sine
110,0.9860916
111,1.0659069
112,0.99144053
113,1.1318128
114,1.0399503
115,0.99327636
116,1.0593743
117,1.4322019
118,1.2472904
119,2.132548
120,2.0540073
121,2.3170204
122,2.7055156
123,2.8562934
124,2.9644864
125,2.8013036
126,3.0122387
127,2.9212658
128,2.8661673
129,2.974401
130,2.6146574
131,2.6456976
132,2.271812
133,2.2509663
134,1.7691115
135,1.9125266
136,1.6761247
137,1.4331504
138,1.2984947
139,1.0794342
140,1.0570717
141,0.936122
142,0.8769403
143,0.60265934
144,0.95038253
145,1.2008477
146,1.8554533
147,1.7532648
148,1.7667967
149,1.8403955
