index,random_walk
110,0.4828871337355238
111,0.4214287712600934
112,0.35997040878466313
113,0.2985120463092329
114,0.25461321596963976
115,0.21071438563004666
116,0.16681555529045364
117,0.12291672495086062
118,0.06145836247543027
119,0.017559532135837243
120,-0.02633929820375577
121,-0.07023812854334888
122,-0.09657742674710465
123,-0.12291672495086053
124,-0.14925602315461642
125,-0.17559532135837225
126,-0.20193461956212813
127,-0.2282739177658839
128,-0.23705368383380251
129,-0.24583344990172123
130,-0.25461321596963976
131,-0.2633929820375584
132,-0.25461321596963976
133,-0.24583344990172123
134,-0.21949415169796538
135,-0.17559532135837236
136,-0.13169649101877925
137,-0.10535719281502338
138,-0.07901789461126751
139,-0.052678596407511644
140,-0.008779766067918622
141,0.01755953213583715
142,0.06145836247543027
143,0.10535719281502329
144,0.14925602315461642
145,0.1931548534942094
146,0.2194941516979653
147,0.2282739177658839
148,0.23705368383380251
149,0.24583344990172118
