index,sine
110,1.0777047742600792
111,1.0640254005342764
112,1.0077728575859755
113,0.9144435366482497
114,0.8318437981231326
115,0.8820794823009548
116,0.7782740389449023
117,1.5933532521768008
118,1.659569351052395
119,2.0469775642032495
120,2.377058229821439
121,2.320224840056522
122,2.4672517841044956
123,2.702226666394994
124,3.0934989277639935
125,2.966365035770849
126,3.0330237728268923
127,2.8870691250789564
128,2.905588992556651
129,2.9359020811386554
130,2.4139259148451773
131,2.5938973246707273
132,2.3679703107742722
133,2.222922932174443
134,2.055118929303962
135,1.8748616308275767
136,1.6511938386822
137,1.5003370939021312
138,1.2456316292395337
139,1.0746714245621973
140,0.9409147733032801
141,0.9291706764484604
142,1.0882216012440713
143,1.164439137581872
144,0.9312665722912841
145,1.2648756758574695
146,1.197352327062645
147,1.6281975703728877
148,2.0302724378116817
149,1.9661623431645356
