index,random_walk
110,1.461173849771065
111,1.3901276134555207
112,1.317217946600123
113,1.2562731882506437
114,1.2186729245045695
115,1.183176158840239
116,1.1412888319935612
117,1.0929326273652573
118,1.021485036894916
119,0.9795093340420121
120,0.9392398057271009
121,0.8997728245611745
122,0.8829236533105816
123,0.8607441769630465
124,0.8304838002640922
125,0.8037658792811625
126,0.7750946445542691
127,0.7482863055178627
128,0.7510114419952484
129,0.7459041743447136
130,0.7390586685763192
131,0.7278160318794034
132,0.7418964810493873
133,0.7577198580536659
134,0.7973102196429506
135,0.8606249994266331
136,0.9156948406125442
137,0.9346911599602595
138,0.9511989383526982
139,0.9741001583777478
140,1.032862379176708
141,1.0559690254961969
142,1.1072124650555433
143,1.1536934787774626
144,1.1958733967152597
145,1.2380798025592796
146,1.2583358479793978
147,1.2536838439815763
148,1.2537040868989962
149,1.2599080091130086
