Month,Passengers
1958-03-01,377.8294648288703
1958-04-01,362.3969968223484
1958-05-01,374.93447967741923
1958-06-01,455.41195601175025
1958-07-01,499.4613784239057
1958-08-01,505.3503581999372
1958-09-01,438.292782763082
1958-10-01,346.9804008693685
1958-11-01,326.116193025031
1958-12-01,353.6766377464005
1959-01-01,349.97643986797294
1959-02-01,322.0304479926027
1959-03-01,364.48019065693643
1959-04-01,347.6397608336615
1959-05-01,378.7727217449054
1959-06-01,477.5312103080697
1959-07-01,519.059160341819
1959-08-01,528.2391462309461
1959-09-01,475.6712676897021
1959-10-01,392.63960246631746
1959-11-01,327.65351538118784
1959-12-01,381.50428309957726
1960-01-01,414.4324103862856
1960-02-01,394.5806409695047
1960-03-01,459.15703670719523
1960-04-01,430.8008064178141
1960-05-01,501.3375270139693
1960-06-01,532.2060600756779
1960-07-01,592.4332478882203
1960-08-01,598.7456269315654
1960-09-01,527.6556934480153
1960-10-01,431.59007906887865
1960-11-01,384.3361876972433
1960-12-01,435.0307544361334
