index,random_walk
110,1.4598205817363
111,1.380376889158171
112,1.3165024897297541
113,1.2539133292714877
114,1.2205017142909123
115,1.1811064705246792
116,1.1338398019045168
117,1.078949037216405
118,1.0021730623886804
119,0.9672411846929746
120,0.9261462186921794
121,0.8861432579278912
122,0.8765047244533883
123,0.8508285973073546
124,0.8187743301865684
125,0.7899794761265975
126,0.7589247231847785
127,0.7378136964541614
128,0.7492666486130095
129,0.7410262838983124
130,0.7382060534398183
131,0.7239264670397798
132,0.7487293110797271
133,0.7610029265767896
134,0.8096169118810534
135,0.8708059028187447
136,0.925958398908842
137,0.9258840464902003
138,0.9480410525961906
139,0.9732250710371843
140,1.0436201724773704
141,1.0524495048222102
142,1.1132105964723604
143,1.155945257261976
144,1.1991381793876719
145,1.2394856804488095
146,1.2538983709772924
147,1.2470606187198616
148,1.2570362829006938
149,1.2635720329415085
