Month,Passengers
1959-03-01,388.8592786679858
1959-04-01,429.7087482154505
1959-05-01,456.7822346302661
1959-06-01,498.7755129835394
1959-07-01,510.6204481879058
1959-08-01,537.2135371257634
1959-09-01,518.422650793109
1959-10-01,466.0456545607967
1959-11-01,413.44722873957255
1959-12-01,410.9848123350338
1960-01-01,432.7156074072012
1960-02-01,451.1240298900174
1960-03-01,472.45729023967374
1960-04-01,492.49722489408873
1960-05-01,532.1169879752999
1960-06-01,568.9866434877563
1960-07-01,595.0713718505352
1960-08-01,614.1885383206063
1960-09-01,581.4867077653489
1960-10-01,544.3526636975593
1960-11-01,515.9956387936764
1960-12-01,501.11684146753305
