index,random_walk
120,-0.06752850033760882
121,-0.11407607298244593
122,-0.12581490769805473
123,-0.14995592333497323
124,-0.18002161298434355
125,-0.20624704306733035
126,-0.23350735110300577
127,-0.26201536589820557
128,-0.2527777547637559
129,-0.2608156551548583
130,-0.2712492859027418
131,-0.2807060985868708
132,-0.2549479985866166
133,-0.24429841133526786
134,-0.19901994112146962
135,-0.13610224445918181
136,-0.08970021133004116
137,-0.08022631722457384
138,-0.05401972997747726
139,-0.02764215111112746
140,0.035907080369199845
141,0.04818967681150936
142,0.10894878770714142
143,0.15406463474719634
144,0.19958575881627413
145,0.24496527852319566
146,0.2567701905674603
147,0.24580867205758844
148,0.25419755091643725
149,0.26382581033284375
