index,sine
110,1.0673034956869465
111,1.0124771589731156
112,1.0013898410625808
113,1.0345320528551614
114,1.1104342626802945
115,1.2257370587872938
116,1.3753332401858596
117,1.552598290630192
118,1.7496774720576118
119,1.9578420129340584
120,2.1678760732784284
121,2.3704772277775072
122,2.5566669212470163
123,2.7182005515702925
124,2.84792401530515
125,2.940091964562367
126,2.9906226063703167
127,2.997278085580338
128,2.959762649123566
129,2.8797384654728675
130,2.760748292735534
131,2.608064781068038
132,2.4284490081499284
133,2.2298564744972
134,2.0210829535192425
135,1.8113761240349013
136,1.6100235559518659
137,1.4259437177287881
138,1.2672887300577036
139,1.141087290855686
140,1.0529283226561628
141,1.0067166383025592
142,1.004499762662555
143,1.0463729807403341
144,1.1304817373373437
145,1.2531032881479767
146,1.4088073605215035
147,1.5906968414396578
148,1.7907130816268024
149,1.9999988714233456
