Month,Passengers
1958-03-01,173.53240414506496
1958-04-01,197.54317704564
1958-05-01,189.9033856681843
1958-06-01,198.08887642974398
1958-07-01,237.37923208523037
1958-08-01,267.9383975950531
1958-09-01,275.5781889725088
1958-10-01,220.46255117800706
1958-11-01,195.90607889332807
1958-12-01,169.16680907223315
1959-01-01,183.90069244304055
1959-02-01,196.45177827743203
1959-03-01,186.62918936356044
1959-04-01,221.55394994621503
1959-05-01,216.09695610517525
1959-06-01,229.1937413236707
1959-07-01,257.5701092970776
1959-08-01,299.0432624889799
1959-09-01,305.04595571412364
1959-10-01,252.65881484014176
1959-11-01,222.099649330319
1959-12-01,197.54317704564
1960-01-01,221.00825056211104
1960-02-01,227.5566431713588
1960-03-01,213.36845918465536
1960-04-01,228.64804193956672
1960-05-01,251.56741607193382
1960-06-01,257.5701092970776
1960-07-01,291.94917049562815
1960-08-01,339.42501691267427
1960-09-01,330.6938267670106
1960-10-01,277.21528712482075
1960-11-01,251.56741607193382
1960-12-01,212.82275980055138
