index,random_walk
110,1.4562150108420422
111,1.3973360001902655
112,1.3594387139469004
113,1.317766570791702
114,1.2067586364018492
115,1.189007127010538
116,1.197572284704182
117,1.061408760572643
118,0.9984600176067444
119,1.0159177461495092
120,0.9447869915746137
121,0.9363658480919954
122,0.8831417925834024
123,0.858649294227197
124,0.847187182134809
125,0.7730819347634743
126,0.7724440210137623
127,0.7857035122889019
128,0.7336235357239133
129,0.745065949617548
130,0.7033665012084118
131,0.7310976613502114
132,0.7492512601509692
133,0.7736719568305244
134,0.8479913327153091
135,0.7914068828908877
136,0.8774364445826137
137,0.9022450909628492
138,0.8999079856740639
139,0.9227323826390575
140,1.1193418185530841
141,1.0469970569565648
142,0.9916556038875534
143,1.1683344535267781
144,1.1878070960637925
145,1.2262490206486338
146,1.2281589894578773
147,1.2323479214097945
148,1.2823411114162158
149,1.2359477545303161
