Month,Passengers
1959-03-01,388.4764305962585
1959-04-01,432.02098765525005
1959-05-01,456.9146197245336
1959-06-01,500.39928258412317
1959-07-01,520.316374556566
1959-08-01,541.8911592313386
1959-09-01,524.0180205180475
1959-10-01,468.3759133821811
1959-11-01,415.8758738519743
1959-12-01,410.83231457848586
1960-01-01,431.32898372886996
1960-02-01,453.31591269674703
1960-03-01,474.11736901995243
1960-04-01,490.8527456920858
1960-05-01,536.1807159766715
1960-06-01,572.7350868650678
1960-07-01,598.7930006296848
1960-08-01,616.2950369972292
1960-09-01,581.4492219332028
1960-10-01,542.0171216956655
1960-11-01,511.78992329062265
1960-12-01,503.096275007534
