index,random_walk
110,1.48867626411661
111,1.4255203013965114
112,1.3623643386764126
113,1.2992083759563142
114,1.2540969740133867
115,1.2089855720704588
116,1.1638741701275312
117,1.1187627681846037
118,1.0556068054645051
119,1.0104954035215779
120,0.9653840015786501
121,0.9202725996357225
122,0.8932057584699661
123,0.8661389173042096
124,0.8390720761384529
125,0.8120052349726964
126,0.7849383938069397
127,0.7578715526411833
128,0.7488492722525978
129,0.7398269918640121
130,0.7308047114754267
131,0.7217824310868413
132,0.7308047114754267
133,0.7398269918640121
134,0.7668938330297688
135,0.8120052349726963
136,0.8571166369156238
137,0.8841834780813804
138,0.9112503192471371
139,0.9383171604128937
140,0.9834285623558211
141,1.0104954035215776
142,1.0556068054645051
143,1.1007182074074326
144,1.1458296093503602
145,1.1909410112932879
146,1.2180078524590445
147,1.22703013284763
148,1.2360524132362154
149,1.245074693624801
