Month,Passengers
1958-03-01,382.68289175724277
1958-04-01,372.60409055498644
1958-05-01,369.3262662641348
1958-06-01,426.7104281648273
1958-07-01,471.0801545556123
1958-08-01,462.27744099261827
1958-09-01,412.64307336839676
1958-10-01,352.7748408290646
1958-11-01,309.2183825143953
1958-12-01,351.05011870700434
1959-01-01,354.2764807066031
1959-02-01,337.5614530307449
1959-03-01,391.5772779562645
1959-04-01,390.00148827812484
1959-05-01,405.4647683446074
1959-06-01,479.8108203304541
1959-07-01,535.7350297171228
1959-08-01,533.3006955556007
1959-09-01,459.32289396381077
1959-10-01,411.4168028593702
1959-11-01,362.24830778494226
1959-12-01,397.58872098226726
1960-01-01,421.61040130611156
1960-02-01,402.28694759543595
1960-03-01,453.7565791366933
1960-04-01,437.8151913790022
1960-05-01,465.0526196013121
1960-06-01,540.4836295415091
1960-07-01,603.1775772616262
1960-08-01,610.3753598395521
1960-09-01,517.8496608090005
1960-10-01,448.7835248334525
1960-11-01,405.12338991451776
1960-12-01,440.09110773872186
