Month,Passengers
1959-03-01,373.2601147957835
1959-04-01,369.1087332737633
1959-05-01,405.34023143759816
1959-06-01,467.16488284538997
1959-07-01,530.1554609802458
1959-08-01,552.7946384523686
1959-09-01,456.57948877972746
1959-10-01,398.8207668388228
1959-11-01,335.61166536066673
1959-12-01,375.4023141086767
1960-01-01,396.2044098051547
1960-02-01,394.6746079406917
1960-03-01,427.5224122817689
1960-04-01,425.0814734246504
1960-05-01,489.11819747762587
1960-06-01,508.55601750060765
1960-07-01,613.6723836701018
1960-08-01,609.0701809427368
1960-09-01,533.130959694718
1960-10-01,441.52510595403425
1960-11-01,423.5004964001862
1960-12-01,423.74559345655837
