Month,Passengers
1959-03-01,372.6295910500465
1959-04-01,382.6102143232665
1959-05-01,414.5976809687772
1959-06-01,471.32958582395406
1959-07-01,540.9553595293013
1959-08-01,557.9942536567338
1959-09-01,470.3746589791821
1959-10-01,400.095815756325
1959-11-01,344.9650054383212
1959-12-01,378.24663681270374
1960-01-01,392.1539333101846
1960-02-01,387.1691462529764
1960-03-01,417.38800342377857
1960-04-01,431.5791040782216
1960-05-01,489.0180951000457
1960-06-01,511.6576357317101
1960-07-01,611.1666262659076
1960-08-01,614.1952094693829
1960-09-01,531.701728504863
1960-10-01,441.6946678811539
1960-11-01,426.43500633865955
1960-12-01,420.9416333974671
