Month,Passengers
1958-03-01,371.76977996863053
1958-04-01,367.8205654031734
1958-05-01,386.86626169566836
1958-06-01,449.0344183377765
1958-07-01,502.4957939224235
1958-08-01,506.3956981354155
1958-09-01,447.9414584354099
1958-10-01,360.2817425017654
1958-11-01,344.83413754726246
1958-12-01,348.10412448328225
1959-01-01,365.0518099937324
1959-02-01,342.59372935451546
1959-03-01,387.8787544545746
1959-04-01,391.63709037721503
1959-05-01,421.52953929034464
1959-06-01,476.0785725215357
1959-07-01,531.0928493141892
1959-08-01,553.5583200522789
1959-09-01,444.9279728927826
1959-10-01,407.4704008996293
1959-11-01,361.48847080037353
1959-12-01,378.50244540667734
1960-01-01,405.8898179525258
1960-02-01,385.86212748867285
1960-03-01,428.7499988174741
1960-04-01,423.16672025468847
1960-05-01,466.6234849087438
1960-06-01,526.5645599558729
1960-07-01,614.1114690312894
1960-08-01,618.5929857716005
1960-09-01,517.5971168029655
1960-10-01,435.3648288706606
1960-11-01,410.5083445000001
1960-12-01,432.08641820154276
