Month,Passengers
1958-03-01,322.2582673970129
1958-04-01,383.0676577587695
1958-05-01,344.7688842051931
1958-06-01,375.7795421895709
1958-07-01,434.862173332613
1958-08-01,498.51671510804294
1958-09-01,478.6903126974324
1958-10-01,350.3547033960756
1958-11-01,381.5203101448634
1958-12-01,291.2299301241364
1959-01-01,342.7894993563536
1959-02-01,374.40298162919487
1959-03-01,368.57487417528995
1959-04-01,404.96258419747596
1959-05-01,396.8000991151177
1959-06-01,424.4264698141784
1959-07-01,452.0774255377029
1959-08-01,516.1390616119002
1959-09-01,504.2170337007775
1959-10-01,398.4178900184145
1959-11-01,357.69051481438635
1959-12-01,352.10176594527326
1960-01-01,415.8206926212756
1960-02-01,443.403357878197
1960-03-01,414.12609228948645
1960-04-01,449.6847432508664
1960-05-01,505.2891024150017
1960-06-01,491.63523945912254
1960-07-01,548.6795686413607
1960-08-01,609.5377977659314
1960-09-01,564.7235727560421
1960-10-01,444.01178617531673
1960-11-01,433.9867455422155
1960-12-01,373.8030698875028
