Month,Homicides
2017-01-01,460.3441256344791
2017-02-01,475.22594004076615
2017-03-01,499.0368430908254
2017-04-01,494.0762382887297
2017-05-01,432.5647387427433
2017-06-01,421.6514081781328
2017-07-01,386.92717456346304
2017-08-01,371.05323919675686
2017-09-01,393.872021286397
2017-10-01,454.39139987196427
2017-11-01,482.1707867637001
2017-12-01,451.4150369907069
2018-01-01,441.49382738651553
2018-02-01,464.31260947615567
2018-03-01,437.52534354483896
2018-04-01,503.9974478929211
2018-05-01,472.24957715950876
2018-06-01,419.6671662572945
2018-07-01,372.045360157176
2018-08-01,406.76959377184573
2018-09-01,357.16354575088894
2018-10-01,378.99020688010995
2018-11-01,379.9823278405291
2018-12-01,375.02172303843344
2019-01-01,343.2738523050211
2019-02-01,382.95869072178647
2019-03-01,320.45507021538094
2019-04-01,341.28961038418277
2019-05-01,357.16354575088894
2019-06-01,342.2817313446019
2019-07-01,329.38415885915316
2019-08-01,310.5338606111896
2019-09-01,317.4787073341235
2019-10-01,307.55749772993215
2019-11-01,318.4708282945426
2019-12-01,317.4787073341235
2020-01-01,327.3999169383149
2020-02-01,346.25021518627847
2020-03-01,320.45507021538094
2020-04-01,369.0689972759186
