Month,Homicides
2017-01-01,468.83883616695056
2017-02-01,467.5970082917001
2017-03-01,497.9448642094044
2017-04-01,453.3109653716567
2017-05-01,438.00723687393014
2017-06-01,410.3305888394912
2017-07-01,381.2304568962939
2017-08-01,399.08582798795027
2017-09-01,404.8855115187191
2017-10-01,437.25555025348626
2017-11-01,451.2057003330654
2017-12-01,445.2987768378735
2018-01-01,465.7793759350791
2018-02-01,453.9632237612419
2018-03-01,435.8947760872837
2018-04-01,462.876087217229
2018-05-01,434.9642633637273
2018-06-01,391.1639710671805
2018-07-01,373.2017477555735
2018-08-01,409.1112088830036
2018-09-01,388.30051419302976
2018-10-01,420.47127160469984
2018-11-01,390.4683996276284
2018-12-01,380.73506917229486
2019-01-01,368.6831487054803
2019-02-01,402.2210782346819
2019-03-01,349.95636235374894
2019-04-01,351.03743938375374
2019-05-01,342.7842181596856
2019-06-01,328.5539145820353
2019-07-01,334.85725983702355
2019-08-01,327.06437086834785
2019-09-01,318.927803941395
2019-10-01,332.8719574245962
2019-11-01,335.14807724526327
2019-12-01,337.42501753916906
2020-01-01,342.38892884791716
2020-02-01,348.95802191115746
2020-03-01,343.9487641051203
2020-04-01,363.2874272128851
