Month,Passengers
1958-03-01,368.9853845720157
1958-04-01,354.2825496017055
1958-05-01,350.8537930426245
1958-06-01,414.58616914691953
1958-07-01,482.1646436897204
1958-08-01,485.5017156891261
1958-09-01,418.06864193619606
1958-10-01,353.5272232515074
1958-11-01,312.0495340602459
1958-12-01,346.25873279443596
1959-01-01,350.95939498203336
1959-02-01,336.89912246697793
1959-03-01,394.05096203203897
1959-04-01,391.5856706754676
1959-05-01,412.0232329620991
1959-06-01,495.8292508083718
1959-07-01,541.6029593756826
1959-08-01,547.0223184144065
1959-09-01,446.8573855803544
1959-10-01,399.90898257551123
1959-11-01,348.21669374408094
1959-12-01,387.6286691225866
1960-01-01,417.28101397588523
1960-02-01,393.95278566591213
1960-03-01,460.9576661046389
1960-04-01,431.928245955823
1960-05-01,464.8511995454441
1960-06-01,534.5572737788805
1960-07-01,616.8572267675305
1960-08-01,626.7020639773004
1960-09-01,506.30206967126577
1960-10-01,442.8885610401456
1960-11-01,393.5333520526668
1960-12-01,432.354625936141
