index,random_walk
110,0.44768271082147976
111,0.38995405704105285
112,0.335275327030615
113,0.27359738408362755
114,0.22159609711618866
115,0.16745036103508448
116,0.1316514083621891
117,0.09400956869819314
118,0.04003616694680105
119,0.013792596065155621
120,-0.03782329689176882
121,-0.11469361304291589
122,-0.13729987451095035
123,-0.135360763448848
124,-0.17762268855376745
125,-0.19899248849104262
126,-0.23162678864437622
127,-0.23102693182725415
128,-0.2630050907796093
129,-0.25646910988328725
130,-0.26191932721072836
131,-0.2750566616196896
132,-0.2867714419219071
133,-0.24701249685444235
134,-0.2075718418105316
135,-0.1376017519621306
136,-0.10268608539423563
137,-0.08129548329183113
138,-0.03684391616949287
139,-0.01716928506910459
140,0.04702239300995837
141,0.06122432331635502
142,0.09660700589990388
143,0.1433869505304458
144,0.19023372902292002
145,0.2530089461721535
146,0.2592853440743748
147,0.2559203125196027
148,0.26408425539957076
149,0.273837388150571
